pub_id,doi,isbn,doc_type,authors,authors_clean,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher,author_id
949,https://doi.org/10.1186/s12884-014-0411-1,,Article,Trina Fyfe; M Jane Ritchey; Christorina Taruc; Daniel Crompton; Brian Galliford; Rose Perrin,,2014,Appropriate provision of anti-D prophylaxis to RhD negative pregnant women: a scoping review,BMC Pregnancy and Childbirth,14,1,,https://openalex.org/W2083050274,,,,BioMed Central,1266
951,https://doi.org/10.1186/s12884-021-04240-3,,Article,Alastair Fung; Elisabeth Hamilton; ElsabÈ Du Plessis; Nicole Askin; Lisa Avery; Maryanne Crockett,,2021,Training programs to improve identification of sick newborns and care-seeking from a health facility in low- and middle-income countries: a scoping review,BMC Pregnancy and Childbirth,21,1,1-34,https://openalex.org/W4200550066,,,,BioMed Central,1195
937,https://doi.org/10.1186/1471-2458-14-544,,Article,Gaetanne K. Murphy; Finlay A. McAlister; Daniala L. Weir; Lisa Tjosvold; Dean T. Eurich,,2014,Cardiovascular medication utilization and adherence among adults living in rural and urban areas: a systematic review and meta-analysis,BMC Public Health,,,,https://openalex.org/W2014255910,,,,BioMed Central,1479
957,https://doi.org/10.1186/s12905-017-0370-6,,Article,Tasneem Siyam; Sue Ross; Sandra Campbell; Dean T. Eurich; Nese Yuksel,,2017,The effect of hormone therapy on quality of life and breast cancer risk after risk-reducing salpingo-oophorectomy: a systematic review,BMC Women's Health,,,,https://openalex.org/W2603657445,,,,BioMed Central,1444
784,https://doi.org/10.1136/bmj.e4800,,Article,Manav V. Vyas; Amit X. Garg; Arthur V. Iansavichus; John Costella; Allan Donner; Lars E. Laugsand; Imre Janszky; Marko Mrkobrada; Grace Parraga; Daniel G. Hackam,,2012,Shift work and vascular events: systematic review and meta-analysis,BMJ,345,,,https://openalex.org/W2119434070,,,,BMJ,964
782,https://doi.org/10.1136/bmj.38731.532766.F6,,Article,Nina Buscemi; Ben Vandermeer; Nicola Hooton; Rena Pandya; Lisa Tjosvold; Lisa Hartling; Sunita Vohra; Terry P. Klassen; Glen B. Baker,,2006,Efficacy and safety of exogenous melatonin for secondary sleep disorders and sleep disorders accompanying sleep restriction: meta-analysis,BMJ,,,,https://openalex.org/W1974254409,,,,BMJ,1479
783,https://doi.org/10.1136/bmj.a2931,,Article,Hernando Leon; Marcelo C. Shibata; Soori Sivakumaran; Marlene Dorgan; Trish Chatterley; Ross T. Tsuyuki,,2008,Effect of fish oil on arrhythmias and mortality: systematic review,BMJ,,,,https://openalex.org/W2125664932,,,,BMJ,1484
787,https://doi.org/10.1136/bmjebm-2019-111186,,Article,Lubna Daraz; Starr Webb; Rob Kunkle; Mohammad Hassan Murad; Eddy Lang,,2019,Training curriculum to help patient representatives participate meaningfully in the development of clinical practice guidelines,BMJ evidence-based medicine,24,6,227-230,https://openalex.org/W2942870102,,,,BMJ,2031
788,https://doi.org/10.1136/bmjebm-2021-111817,,Article,Ryan S D'Souza; Lubna Daraz; W. Michael Hooten; Gordon Guyatt; Mohammad Hassan Murad,,2021,Users' Guides to the Medical Literature series on social media (part 1): how to interpret healthcare information available on platforms,BMJ evidence-based medicine,27,1,44879,https://openalex.org/W4200294250,,,,BMJ,2031
789,https://doi.org/10.1136/bmjebm-2021-111850,,Article,Ryan S D'Souza; Lubna Daraz; W. Michael Hooten; Gordon H. Guyatt; Mohammad Hassan Murad,,2021,Users' Guides to the Medical Literature series on social media (part 2): how to appraise studies using data from platforms,BMJ evidence-based medicine,27,1,15-20,https://openalex.org/W4200239034,,,,BMJ,2031
818,https://doi.org/10.1136/bmjopen-2020-039246,,Article,Mandy M. Archibald; Sandra Wiebe; Kendra L. Rieger; Janice Linton; Roberta L. Woodgate,,2021,Protocol for a systematic review of living labs in healthcare,BMJ Open,11,2,,https://openalex.org/W3126359082,,,,BMJ,1176
820,https://doi.org/10.1136/bmjopen-2021-048613,,Article,Maya M. Jeyaraman; Leslie Copstein; Nameer Al-Yousif; Rachel N Alder; Scott W. Kirkland; Yahya Al-Yousif; Roger Suss; Ryan Zarychanski; Malcolm Doupe; Simon Berthelot; Jean Mireault; Patrick Tardif; Nicole Askin; Tamara Buchel; Rasheda Rabbani; Thomas Beaudry; Melissa Hartwell; Carolyn Shimmin; Jeanette Edwards; Gayle Halas; William Sevcik; Andrea C. Tricco; Alecs Chochinov; Brian H. Rowe; Ahmed M Abou-Setta,,2021,Interventions and strategies involving primary healthcare professionals to manage emergency department overcrowding: a scoping review,BMJ Open,11,5,,https://openalex.org/W3163086059,,,,BMJ,1195
823,https://doi.org/10.1136/bmjopen-2021-055488,,Article,George N. Okoli; Otto L T Lam; Viraj K Reddy; Leslie Copstein; Nicole Askin; Anubha Prashad; Jennifer Stiff; Satya Rashi Khare; Robyn Leonard; Wasifa Zarin; Andrea C. Tricco; Ahmed M Abou-Setta,,2021,Interventions to improve early cancer diagnosis of symptomatic individuals: a scoping review,BMJ Open,11,11,,https://openalex.org/W3212466966,,,,BMJ,1195
821,https://doi.org/10.1136/bmjopen-2021-051227,,Article,Chelsea A. Pelletier; Christopher Ross; Katherine Bailey; Trina Fyfe; Katie Cornish; Erica Koopmans,,2022,Health research priorities for wildland firefighters: a modified Delphi study with stakeholder interviews,BMJ Open,12,,,https://openalex.org/W4210268110,,,,BMJ,1266
822,https://doi.org/10.1136/bmjopen-2021-052850,,Article,Maya M. Jeyaraman; Rachel N Alder; Leslie Copstein; Nameer Al-Yousif; Roger Suss; Ryan Zarychanski; Malcolm Doupe; Simon Berthelot; Jean Mireault; Patrick Tardif; Nicole Askin; Tamara Buchel; Rasheda Rabbani; Thomas Beaudry; Melissa Hartwell; Carolyn Shimmin; Jeanette Edwards; Gayle Halas; William Sevcik; Andrea C. Tricco; Alecs Chochinov; Brian H Rowe; Ahmed M Abou-Setta,,2022,Impact of employing primary healthcare professionals in emergency department triage on patient flow outcomes: a systematic review and meta-analysis,BMJ Open,12,4,,https://openalex.org/W4224285385,,,,BMJ,1195
2175,https://doi.org/10.1136/bmjopen-2021-054235,,Article,Thomas Tannou; Thomas Lihoreau; Mireille Gagnon-Roy; Myrian Grondin; Nathalie Bier,,2022,Effectiveness of smart living environments to support older adults to age in place in their community: an umbrella review protocol,BMJ Open,12,1,e054235-e054235,https://openalex.org/W4207006900,,,,BMJ,598
824,https://doi.org/10.1136/bmjopen-2022-060950,,Article,Katie L Kowalski; Michael J Lukacs; Jai Mistry; Maren Goodman; Alison Rushton,,2022,Physical functioning outcome measures in the lumbar spinal surgery population and measurement properties of the physical outcome measures: protocol for a systematic review,BMJ Open,12,6,,https://openalex.org/W4281775861,,,,BMJ,976
791,https://doi.org/10.1136/bmjopen-2013-002653,,Article,Henry T. Stelfox; Laure Perrier; Sharon E. Straus; William A. Ghali; David A. Zygun; Paul Boiteau; Danny J. Zuege,,2013,Identifying intensive care unit discharge planning tools: protocol for a scoping review,BMJ Open,3,4,,https://openalex.org/W2097735941,,,,BMJ,449
793,https://doi.org/10.1136/bmjopen-2013-004508,,Article,Gladys Honein-AbouHaidar; Monika Kastner; Vincent Vuong; Laure Perrier; Linda Rabeneck; Jill Tinmouth; Sharon E. Straus; Nancy N. Baxter,,2014,Benefits and barriers to participation in colorectal cancer screening: a protocol for a systematic review and synthesis of qualitative studies,BMJ Open,4,2,,https://openalex.org/W2158734650,,,,BMJ,449
794,https://doi.org/10.1136/bmjopen-2014-005711,,Article,Monika Kastner; Catherine H. Yu; Huda M. Ashoor; Laure Perrier; Roberta Cardoso; Sharon E. Straus; Douglas S. Lee,,2014,Quality improvement strategies to optimise transition of patients with heart failure to independent living: protocol for a scoping review,BMJ Open,4,11,,https://openalex.org/W2119267785,,,,BMJ,449
797,https://doi.org/10.1136/bmjopen-2014-006643,,Article,Gayle Halas; Annette S.H. Schultz; Janet Rothney; Leah Goertzen; Pamela Wener; Alan Katz,,2015,A scoping review protocol to map the research foci trends in tobacco control over the last decade,BMJ Open,5,1,,https://openalex.org/W2168802822,,,,BMJ,1175
798,https://doi.org/10.1136/bmjopen-2015-007640,,Article,Monika Kastner; Laure Perrier; Jemila S. Hamid; Andrea C. Tricco; Roberta Cardoso; Noah Ivers; Barbara Liu; Sharon Marr; Jayna Holroyd-Leduc; Geoff Wong; Lisa Graves; Sharon E. Straus,,2015,Effectiveness of knowledge translation tools addressing multiple high-burden chronic diseases affecting older adults: protocol for a systematic review alongside a realist review,BMJ Open,5,2,,https://openalex.org/W2120061855,,,,BMJ,449
799,https://doi.org/10.1136/bmjopen-2015-007685,,Article,Joan Almost; Angela C. Wolff; Barbara Mildon; Sheri Price; Christina Godfrey; Sandra L. Robinson; Amanda Ross-White; Sheile Mercado-Mallari,,2015,Positive and negative behaviours in workplace relationships: a scoping review protocol,BMJ Open,5,2,,https://openalex.org/W2160566108,,,,BMJ,301
801,https://doi.org/10.1136/bmjopen-2016-013770,,Article,Tiffany Fitzpatrick; Laure Perrier; Andrea C. Tricco; Sharon E. Straus; Peter J¸ni; Merrick Zwarenstein; Lisa M. Lix; Mark Smith; Laura C. Rosella; David Henry,,2017,Protocol for a scoping review of post-trial extensions of randomised controlled trials using individually linked administrative and registry data,BMJ Open,7,2,,https://openalex.org/W2588695200,,,,BMJ,449
804,https://doi.org/10.1136/bmjopen-2017-017248,,Article,Areti Angeliki Veroniki; Patricia Rios; Elise Cogo; Sharon E. Straus; Yaron Finkelstein; Ryan Kealey; Emily Reynen; Charlene Soobiah; Walter P. Wodchis; Brian Hutton; Brenda R. Hemmelgarn; Fatemeh Yazdi; Jennifer D'Souza; Heather MacDonald; Andrea C. Tricco,,2017,Comparative safety of antiepileptic drugs for neurological development in children exposed during pregnancy and breast feeding: a systematic review and network meta-analysis,BMJ Open,7,7,,https://openalex.org/W2738349700,,,,BMJ,849
815,https://doi.org/10.1136/bmjopen-2019-032772,,Article,Morgan Stirling; Janice Linton; HÈlËne Ouellette-Kuntz; Shahin Shooshtari; Julie Hallet; Christine Kelly; David E. Dawe; Mark Kristjanson; Kathleen Decker; Alyson L. Mahar,,2019,Scoping review protocol documenting cancer outcomes and inequalities for adults living with intellectual and/or developmental disabilities,BMJ Open,9,11,,https://openalex.org/W2983031646,,,,BMJ,1176
786,https://doi.org/10.1136/bmjdrc-2022-002822,,Article,George N. Okoli; Rasheda Rabbani; Otto L T Lam; Nicole Askin; Tanya Horsley; Lorraine Bayliss; Ildiko Tiszovszky; John M Embil; Ahmed M Abou-Setta,,2022,Offloading devices for neuropathic foot ulcers in adult persons with type 1 or type 2 diabetes: a rapid review with meta-analysis and trial sequential analysis of randomized controlled trials,BMJ open diabetes research & care,10,3,,https://openalex.org/W4280530878,,,,BMJ,1195
785,https://doi.org/10.1136/bmjdrc-2019-001023,,Article,Nika Klaprat; Nicole Askin; Andrea MacIntosh; Nicole Brunton; Jacqueline L. Hay; Jane E. Yardley; Seth D. Marks; Kathryn M. Sibley; Todd A. Duhamel; Jonathan McGavock,,2020,Filling gaps in type 1 diabetes and exercise research: a scoping review and priority-setting project,BMJ open diabetes research & care,8,1,,https://openalex.org/W3009043304,,,,BMJ,1195
826,https://doi.org/10.1136/bmjresp-2021-001107,,Article,Narelle S Cox; Aroub Lahham; Christine F McDonald; Ajay Mahal; Paul O'Halloran; Graham Hepworth; Lissa Spencer; Renae J McNamara; Janet Bondarenko; Heather MacDonald; Samantha Gavin; Angela T Burge; Caitlin Le Maitre; Cade Ringin; Elizabeth Webb; Amanda Nichols; Ling-Ling Tsai; Nia Luxton; Stephanie van Hilten; Mary D Santos; Hayley Crute; Megan Byrne; Helen Boursinos; Jennifer Broe; Monique Corbett; Tunya Marceau; Brooke Warrick; Claire Boote; Joanna Melinz; Anne E Holland,,2021,Home-based pulmonary rehabilitation early after hospitalisation in COPD (early HomeBase): protocol for a randomised controlled trial,BMJ Open Respiratory Research,8,1,,https://openalex.org/W3215381529,,,,BMJ,849
223,https://doi.org/10.1016/j.bandc.2008.12.002,,Article,Catherine Boden; Deborah Giaschi,,2009,The role of low-spatial frequencies in lexical decision and masked priming,Brain and Cognition,,,277,https://openalex.org/W2044829657,,,,Elsevier BV,1345
2188,https://doi.org/10.1177/026461969801600202,,Article,Victoria Owen,,1998,The Virtual Reference Library: Multiple Information Sources and Multiple Output Formats,British Journal of Visual Impairment,16,2,49-54,https://openalex.org/W1972665876,,,,SAGE Publishing,531
2240,https://doi.org/10.15353/acmla.n166.3455,,Article,Alberta Auringer Wood,,2020,My Protracted Stay in New Zealand 2019-2020; So Far!,Bulletin,,166,18-22,https://openalex.org/W3110825997,,,,Association of Canadian Map Libraries and Archives,1763
2424,https://doi.org/10.7202/1063661ar,,Article,…ric Leroux,,1998,"Jacques LacoursiËre, Histoire populaire du QuÈbec 1896 ‡ 1960, tome 4, MontrÈal, Septentrion, 1997, 411 p.",Bulletin d'histoire politique,6,2,161-165,https://openalex.org/W2978284672,,,,Association quÈbÈcoise d'histoire politique,2038
2420,https://doi.org/10.7202/1060463ar,,Article,…ric Leroux,,2001,Des moyens de faire face : les syndicats internationaux et la crise des annÈes trente,Bulletin d'histoire politique,9,2,73-83,https://openalex.org/W2966732267,,,,Association quÈbÈcoise d'histoire politique,2038
2421,https://doi.org/10.7202/1060475ar,,Article,…ric Leroux,,2001,"Conrad Black, Maurice Duplessis, MontrÈal, Les …ditions de l'Homme, 1999, 547 p. Traduction de Jacques Vaillancourt",Bulletin d'histoire politique,9,2,187-192,https://openalex.org/W2966418332,,,,Association quÈbÈcoise d'histoire politique,2038
2422,https://doi.org/10.7202/1060491ar,,Article,…ric Leroux,,2001,Un demi-siËcle d'actions : la carriËre polyvalente du syndicaliste Gustave Francq (1871-1952),Bulletin d'histoire politique,9,3,127-136,https://openalex.org/W2966596457,,,,Association quÈbÈcoise d'histoire politique,2038
57,https://doi.org/10.1002/bult.2006.1720320410,,Article,Christy Branston,,2007,From game studies to bibliographic gaming: Libraries tap into the video game culture,Bulletin of the American Society for Information Science,32,4,24-26,https://openalex.org/W1988888496,,,,Association for Information Science and Technology,1015
2219,https://doi.org/10.1353/bhm.2004.0175,,Article,Mark Jurdjevic; Caitlin Tillman,,2004,"Texts and Documents : E. C. Noble in June 1921, and His Account of the Discovery of Insulin",Bulletin of the History of Medicine,78,4,864-875,https://openalex.org/W2052175950,,,,Johns Hopkins University Press,409
1517,https://doi.org/10.25071/1708-6701.36172,,Article,Carolyn Doi,,2012,Conference Notes and Impressions (MLA 2012),CAML Review/Revue de l'ACBM,40,3,,https://openalex.org/W2277101035,,,,York University Libraries,1350
1525,https://doi.org/10.25071/1708-6701.40334,,Article,John Beckwith,,2018,Song of a Nation: The Untold Story of Canadaís National Anthem ñ by Robert Harris (Book Review),CAML Review/Revue de l'ACBM,46,3,,https://openalex.org/W2904258437,,,,York University Libraries,1350
1526,https://doi.org/10.25071/1708-6701.40344,,Article,Carolyn Doi; Sean Luyk,,2019,Sounds of Home: A Survey of Local Music Collection Management Practices in Canadian Libraries,CAML Review/Revue de l'ACBM,47,1,,https://openalex.org/W2942426557,,,,York University Libraries,1350
1528,https://doi.org/10.25071/1708-6701.40374,,Article,Carolyn Doi; Raquel Mann,,2020,Spotlight on Music Collections: Capital City Records: Edmonton Local Music,CAML Review/Revue de l'ACBM,48,1,,https://openalex.org/W3116622648,,,,York University Libraries,1350
2281,https://doi.org/10.25071/1708-6701.40377,,Article,Lucinda Johnston,,2020,Listening to Music ìinî the Library,CAML Review/Revue de l'ACBM,48,1,,https://openalex.org/W3112565227,,,,York University Libraries,1455
1529,https://doi.org/10.25071/1708-6701.40391,,Article,Carolyn Doi; Kevin Madill,,2021,Spotlight on Music Collections: The Canadian Women Composers Collection,CAML Review/Revue de l'ACBM,49,1,,https://openalex.org/W3168573232,,,,York University Libraries,1350
1531,https://doi.org/10.25071/1708-6701.40412,,Article,Carolyn Doi,,2021,Spotlight on Music Collections,CAML Review/Revue de l'ACBM,49,2,56,https://openalex.org/W4200022251,,,,York University Libraries,1350
1532,https://doi.org/10.25071/1708-6701.40427,,Article,Carolyn Doi; Janneka Guise,,2022,Editors' Column,CAML Review/Revue de l'ACBM,50,1,5,https://openalex.org/W4300865865,,,,York University Libraries,1350
1533,https://doi.org/10.25071/1708-6701.40429,,Article,Carolyn Doi; David Jones,,2022,Spotlight on Music Collections,CAML Review/Revue de l'ACBM,50,1,11,https://openalex.org/W4301205167,,,,York University Libraries,1350
1518,https://doi.org/10.25071/1708-6701.36173,,Article,Sean Luyk,,2012,IAML 2012: A New Librarianís Experience,CAML Review/Revue de l'ACBM,,,,https://openalex.org/W2285030667,,,,York University Libraries,1461
